,Season,Date,Start (ET),,Visitor/Neutral,PTS,Home/Neutral,HPTS,,Notes
1974,2008,"Sat, Apr 19, 2008",12:30 pm,Box Score,Washington Wizards,86,Cleveland Cavaliers,93,,
1975,2008,"Sat, Apr 19, 2008",8:30 pm,Box Score,Utah Jazz,93,Houston Rockets,82,,
1976,2008,"Sat, Apr 19, 2008",6:00 pm,Box Score,Dallas Mavericks,92,New Orleans Hornets,104,,
1977,2008,"Sat, Apr 19, 2008",2:00 pm,Box Score,Phoenix Suns,115,San Antonio Spurs,117,2OT,
1978,2008,"Sun, Apr 20, 2008",8:30 pm,Box Score,Atlanta Hawks,81,Boston Celtics,104,,
1979,2008,"Sun, Apr 20, 2008",6:00 pm,Box Score,Philadelphia 76ers,90,Detroit Pistons,86,,
1980,2008,"Sun, Apr 20, 2008",12:00 pm,Box Score,Denver Nuggets,114,Los Angeles Lakers,128,,
1981,2008,"Sun, Apr 20, 2008",12:30 pm,Box Score,Toronto Raptors,100,Orlando Magic,114,,
1982,2008,"Mon, Apr 21, 2008",7:00 pm,Box Score,Washington Wizards,86,Cleveland Cavaliers,116,,
1983,2008,"Mon, Apr 21, 2008",8:30 pm,Box Score,Utah Jazz,90,Houston Rockets,84,,
1984,2008,"Tue, Apr 22, 2008",6:00 pm,Box Score,Dallas Mavericks,103,New Orleans Hornets,127,,
1985,2008,"Tue, Apr 22, 2008",7:30 pm,Box Score,Toronto Raptors,103,Orlando Magic,104,,
1986,2008,"Tue, Apr 22, 2008",8:30 pm,Box Score,Phoenix Suns,96,San Antonio Spurs,102,,
1987,2008,"Wed, Apr 23, 2008",8:00 pm,Box Score,Atlanta Hawks,77,Boston Celtics,96,,
1988,2008,"Wed, Apr 23, 2008",7:30 pm,Box Score,Philadelphia 76ers,88,Detroit Pistons,105,,
1989,2008,"Wed, Apr 23, 2008",7:30 pm,Box Score,Denver Nuggets,107,Los Angeles Lakers,122,,
1990,2008,"Thu, Apr 24, 2008",7:30 pm,Box Score,Orlando Magic,94,Toronto Raptors,108,,
1991,2008,"Thu, Apr 24, 2008",8:30 pm,Box Score,Houston Rockets,94,Utah Jazz,92,,
1992,2008,"Thu, Apr 24, 2008",8:00 pm,Box Score,Cleveland Cavaliers,72,Washington Wizards,108,,
1993,2008,"Fri, Apr 25, 2008",7:00 pm,Box Score,New Orleans Hornets,87,Dallas Mavericks,97,,
1994,2008,"Fri, Apr 25, 2008",7:00 pm,Box Score,Detroit Pistons,75,Philadelphia 76ers,95,,
1995,2008,"Fri, Apr 25, 2008",7:30 pm,Box Score,San Antonio Spurs,115,Phoenix Suns,99,,
1996,2008,"Sat, Apr 26, 2008",8:00 pm,Box Score,Boston Celtics,93,Atlanta Hawks,102,,
1997,2008,"Sat, Apr 26, 2008",3:30 pm,Box Score,Los Angeles Lakers,102,Denver Nuggets,84,,
1998,2008,"Sat, Apr 26, 2008",3:00 pm,Box Score,Orlando Magic,106,Toronto Raptors,94,,
1999,2008,"Sat, Apr 26, 2008",8:30 pm,Box Score,Houston Rockets,82,Utah Jazz,86,,
2000,2008,"Sun, Apr 27, 2008",8:30 pm,Box Score,New Orleans Hornets,97,Dallas Mavericks,84,,
2001,2008,"Sun, Apr 27, 2008",7:00 pm,Box Score,Detroit Pistons,93,Philadelphia 76ers,84,,
2002,2008,"Sun, Apr 27, 2008",1:30 pm,Box Score,San Antonio Spurs,86,Phoenix Suns,105,,
2003,2008,"Sun, Apr 27, 2008",1:00 pm,Box Score,Cleveland Cavaliers,100,Washington Wizards,97,,
2004,2008,"Mon, Apr 28, 2008",8:00 pm,Box Score,Boston Celtics,92,Atlanta Hawks,97,,
2005,2008,"Mon, Apr 28, 2008",8:30 pm,Box Score,Los Angeles Lakers,107,Denver Nuggets,101,,
2006,2008,"Mon, Apr 28, 2008",7:30 pm,Box Score,Toronto Raptors,92,Orlando Magic,102,,
2007,2008,"Tue, Apr 29, 2008",7:00 pm,Box Score,Philadelphia 76ers,81,Detroit Pistons,98,,
2008,2008,"Tue, Apr 29, 2008",8:30 pm,Box Score,Utah Jazz,69,Houston Rockets,95,,
2009,2008,"Tue, Apr 29, 2008",6:00 pm,Box Score,Dallas Mavericks,94,New Orleans Hornets,99,,
2010,2008,"Tue, Apr 29, 2008",8:30 pm,Box Score,Phoenix Suns,87,San Antonio Spurs,92,,
2011,2008,"Wed, Apr 30, 2008",8:30 pm,Box Score,Atlanta Hawks,85,Boston Celtics,110,,
2012,2008,"Wed, Apr 30, 2008",6:00 pm,Box Score,Washington Wizards,88,Cleveland Cavaliers,87,,
2013,2008,"Thu, May 1, 2008",8:00 pm,Box Score,Detroit Pistons,100,Philadelphia 76ers,77,,
2014,2008,"Fri, May 2, 2008",8:00 pm,Box Score,Boston Celtics,100,Atlanta Hawks,103,,
2015,2008,"Fri, May 2, 2008",8:30 pm,Box Score,Houston Rockets,91,Utah Jazz,113,,
2016,2008,"Fri, May 2, 2008",7:00 pm,Box Score,Cleveland Cavaliers,105,Washington Wizards,88,,
2017,2008,"Sat, May 3, 2008",7:30 pm,Box Score,Orlando Magic,72,Detroit Pistons,91,,
2018,2008,"Sat, May 3, 2008",9:00 pm,Box Score,San Antonio Spurs,82,New Orleans Hornets,101,,
2019,2008,"Sun, May 4, 2008",1:00 pm,Box Score,Atlanta Hawks,65,Boston Celtics,99,,
2020,2008,"Sun, May 4, 2008",1:30 pm,Box Score,Utah Jazz,98,Los Angeles Lakers,109,,
2021,2008,"Mon, May 5, 2008",7:00 pm,Box Score,Orlando Magic,93,Detroit Pistons,100,,
2022,2008,"Mon, May 5, 2008",8:30 pm,Box Score,San Antonio Spurs,84,New Orleans Hornets,102,,
2023,2008,"Tue, May 6, 2008",8:00 pm,Box Score,Cleveland Cavaliers,72,Boston Celtics,76,,
2024,2008,"Wed, May 7, 2008",7:30 pm,Box Score,Utah Jazz,110,Los Angeles Lakers,120,,
2025,2008,"Wed, May 7, 2008",8:00 pm,Box Score,Detroit Pistons,86,Orlando Magic,111,,
2026,2008,"Thu, May 8, 2008",7:00 pm,Box Score,Cleveland Cavaliers,73,Boston Celtics,89,,
2027,2008,"Thu, May 8, 2008",8:30 pm,Box Score,New Orleans Hornets,99,San Antonio Spurs,110,,
2028,2008,"Fri, May 9, 2008",7:00 pm,Box Score,Los Angeles Lakers,99,Utah Jazz,104,,
2029,2008,"Sat, May 10, 2008",8:00 pm,Box Score,Boston Celtics,84,Cleveland Cavaliers,108,,
2030,2008,"Sat, May 10, 2008",5:00 pm,Box Score,Detroit Pistons,90,Orlando Magic,89,,
2031,2008,"Sun, May 11, 2008",7:00 pm,Box Score,New Orleans Hornets,80,San Antonio Spurs,100,,
2032,2008,"Sun, May 11, 2008",1:30 pm,Box Score,Los Angeles Lakers,115,Utah Jazz,123,OT,
2033,2008,"Mon, May 12, 2008",8:00 pm,Box Score,Boston Celtics,77,Cleveland Cavaliers,88,,
2034,2008,"Tue, May 13, 2008",7:00 pm,Box Score,Orlando Magic,86,Detroit Pistons,91,,
2035,2008,"Tue, May 13, 2008",8:30 pm,Box Score,San Antonio Spurs,79,New Orleans Hornets,101,,
2036,2008,"Wed, May 14, 2008",8:00 pm,Box Score,Cleveland Cavaliers,89,Boston Celtics,96,,
2037,2008,"Wed, May 14, 2008",7:30 pm,Box Score,Utah Jazz,104,Los Angeles Lakers,111,,
2038,2008,"Thu, May 15, 2008",8:00 pm,Box Score,New Orleans Hornets,80,San Antonio Spurs,99,,
2039,2008,"Fri, May 16, 2008",8:00 pm,Box Score,Boston Celtics,69,Cleveland Cavaliers,74,,
2040,2008,"Fri, May 16, 2008",8:30 pm,Box Score,Los Angeles Lakers,108,Utah Jazz,105,,
2041,2008,"Sun, May 18, 2008",3:30 pm,Box Score,Cleveland Cavaliers,92,Boston Celtics,97,,
2042,2008,"Mon, May 19, 2008",7:30 pm,Box Score,San Antonio Spurs,91,New Orleans Hornets,82,,
2043,2008,"Tue, May 20, 2008",8:30 pm,Box Score,Detroit Pistons,79,Boston Celtics,88,,
2044,2008,"Wed, May 21, 2008",6:00 pm,Box Score,San Antonio Spurs,85,Los Angeles Lakers,89,,
2045,2008,"Thu, May 22, 2008",8:30 pm,Box Score,Detroit Pistons,103,Boston Celtics,97,,
2046,2008,"Fri, May 23, 2008",6:00 pm,Box Score,San Antonio Spurs,71,Los Angeles Lakers,101,,
2047,2008,"Sat, May 24, 2008",8:30 pm,Box Score,Boston Celtics,94,Detroit Pistons,80,,
2048,2008,"Sun, May 25, 2008",7:30 pm,Box Score,Los Angeles Lakers,84,San Antonio Spurs,103,,
2049,2008,"Mon, May 26, 2008",8:30 pm,Box Score,Boston Celtics,75,Detroit Pistons,94,,
2050,2008,"Tue, May 27, 2008",8:00 pm,Box Score,Los Angeles Lakers,93,San Antonio Spurs,91,,
2051,2008,"Wed, May 28, 2008",8:30 pm,Box Score,Detroit Pistons,102,Boston Celtics,106,,
2052,2008,"Thu, May 29, 2008",6:00 pm,Box Score,San Antonio Spurs,92,Los Angeles Lakers,100,,
2053,2008,"Fri, May 30, 2008",8:30 pm,Box Score,Boston Celtics,89,Detroit Pistons,81,,
2054,2008,"Thu, Jun 5, 2008",9:00 pm,Box Score,Los Angeles Lakers,88,Boston Celtics,98,,
2055,2008,"Sun, Jun 8, 2008",9:00 pm,Box Score,Los Angeles Lakers,102,Boston Celtics,108,,
2056,2008,"Tue, Jun 10, 2008",6:00 pm,Box Score,Boston Celtics,81,Los Angeles Lakers,87,,
2057,2008,"Thu, Jun 12, 2008",6:00 pm,Box Score,Boston Celtics,97,Los Angeles Lakers,91,,
2058,2008,"Sun, Jun 15, 2008",6:00 pm,Box Score,Boston Celtics,98,Los Angeles Lakers,103,,
2059,2008,"Tue, Jun 17, 2008",9:00 pm,Box Score,Los Angeles Lakers,92,Boston Celtics,131,,
2060,2009,"Sat, Apr 18, 2009",12:30 pm,Box Score,Chicago Bulls,105,Boston Celtics,103,OT,
2061,2009,"Sat, Apr 18, 2009",3:00 pm,Box Score,Detroit Pistons,84,Cleveland Cavaliers,102,,
2062,2009,"Sat, Apr 18, 2009",7:30 pm,Box Score,Houston Rockets,108,Portland Trail Blazers,81,,
2063,2009,"Sat, Apr 18, 2009",7:00 pm,Box Score,Dallas Mavericks,105,San Antonio Spurs,97,,
2064,2009,"Sun, Apr 19, 2009",8:00 pm,Box Score,Miami Heat,64,Atlanta Hawks,90,,
2065,2009,"Sun, Apr 19, 2009",8:30 pm,Box Score,New Orleans Hornets,84,Denver Nuggets,113,,
2066,2009,"Sun, Apr 19, 2009",12:00 pm,Box Score,Utah Jazz,100,Los Angeles Lakers,113,,
2067,2009,"Sun, Apr 19, 2009",5:30 pm,Box Score,Philadelphia 76ers,100,Orlando Magic,98,,
2068,2009,"Mon, Apr 20, 2009",7:00 pm,Box Score,Chicago Bulls,115,Boston Celtics,118,,
2069,2009,"Mon, Apr 20, 2009",8:30 pm,Box Score,Dallas Mavericks,84,San Antonio Spurs,105,,
2070,2009,"Tue, Apr 21, 2009",8:00 pm,Box Score,Detroit Pistons,82,Cleveland Cavaliers,94,,
2071,2009,"Tue, Apr 21, 2009",7:30 pm,Box Score,Utah Jazz,109,Los Angeles Lakers,119,,
2072,2009,"Tue, Apr 21, 2009",7:00 pm,Box Score,Houston Rockets,103,Portland Trail Blazers,107,,
2073,2009,"Wed, Apr 22, 2009",8:00 pm,Box Score,Miami Heat,108,Atlanta Hawks,93,,
2074,2009,"Wed, Apr 22, 2009",8:30 pm,Box Score,New Orleans Hornets,93,Denver Nuggets,108,,
2075,2009,"Wed, Apr 22, 2009",7:00 pm,Box Score,Philadelphia 76ers,87,Orlando Magic,96,,
2076,2009,"Thu, Apr 23, 2009",7:00 pm,Box Score,Boston Celtics,107,Chicago Bulls,86,,
2077,2009,"Thu, Apr 23, 2009",7:30 pm,Box Score,San Antonio Spurs,67,Dallas Mavericks,88,,
2078,2009,"Thu, Apr 23, 2009",8:30 pm,Box Score,Los Angeles Lakers,86,Utah Jazz,88,,
2079,2009,"Fri, Apr 24, 2009",7:00 pm,Box Score,Cleveland Cavaliers,79,Detroit Pistons,68,,
2080,2009,"Fri, Apr 24, 2009",8:30 pm,Box Score,Portland Trail Blazers,83,Houston Rockets,86,,
2081,2009,"Fri, Apr 24, 2009",8:00 pm,Box Score,Orlando Magic,94,Philadelphia 76ers,96,,
2082,2009,"Sat, Apr 25, 2009",3:00 pm,Box Score,San Antonio Spurs,90,Dallas Mavericks,99,,
2083,2009,"Sat, Apr 25, 2009",6:30 pm,Box Score,Atlanta Hawks,78,Miami Heat,107,,
2084,2009,"Sat, Apr 25, 2009",12:00 pm,Box Score,Denver Nuggets,93,New Orleans Hornets,95,,
2085,2009,"Sat, Apr 25, 2009",7:00 pm,Box Score,Los Angeles Lakers,108,Utah Jazz,94,,
2086,2009,"Sun, Apr 26, 2009",12:00 pm,Box Score,Boston Celtics,118,Chicago Bulls,121,2OT,
2087,2009,"Sun, Apr 26, 2009",3:30 pm,Box Score,Cleveland Cavaliers,99,Detroit Pistons,78,,
2088,2009,"Sun, Apr 26, 2009",8:00 pm,Box Score,Portland Trail Blazers,88,Houston Rockets,89,,
2089,2009,"Sun, Apr 26, 2009",6:30 pm,Box Score,Orlando Magic,84,Philadelphia 76ers,81,,
2090,2009,"Mon, Apr 27, 2009",7:30 pm,Box Score,Utah Jazz,96,Los Angeles Lakers,107,,
2091,2009,"Mon, Apr 27, 2009",8:00 pm,Box Score,Atlanta Hawks,81,Miami Heat,71,,
2092,2009,"Mon, Apr 27, 2009",7:30 pm,Box Score,Denver Nuggets,121,New Orleans Hornets,63,,
2093,2009,"Tue, Apr 28, 2009",7:00 pm,Box Score,Chicago Bulls,104,Boston Celtics,106,OT,
2094,2009,"Tue, Apr 28, 2009",7:30 pm,Box Score,Philadelphia 76ers,78,Orlando Magic,91,,
2095,2009,"Tue, Apr 28, 2009",7:00 pm,Box Score,Houston Rockets,77,Portland Trail Blazers,88,,
2096,2009,"Tue, Apr 28, 2009",8:30 pm,Box Score,Dallas Mavericks,106,San Antonio Spurs,93,,
2097,2009,"Wed, Apr 29, 2009",8:00 pm,Box Score,Miami Heat,91,Atlanta Hawks,106,,
2098,2009,"Wed, Apr 29, 2009",8:30 pm,Box Score,New Orleans Hornets,86,Denver Nuggets,107,,
2099,2009,"Thu, Apr 30, 2009",6:00 pm,Box Score,Boston Celtics,127,Chicago Bulls,128,3OT,
2100,2009,"Thu, Apr 30, 2009",8:30 pm,Box Score,Portland Trail Blazers,76,Houston Rockets,92,,
2101,2009,"Thu, Apr 30, 2009",7:30 pm,Box Score,Orlando Magic,114,Philadelphia 76ers,89,,
2102,2009,"Fri, May 1, 2009",8:00 pm,Box Score,Atlanta Hawks,72,Miami Heat,98,,
2103,2009,"Sat, May 2, 2009",8:00 pm,Box Score,Chicago Bulls,99,Boston Celtics,109,,
2104,2009,"Sun, May 3, 2009",1:00 pm,Box Score,Miami Heat,78,Atlanta Hawks,91,,
2105,2009,"Sun, May 3, 2009",1:30 pm,Box Score,Dallas Mavericks,95,Denver Nuggets,109,,
2106,2009,"Mon, May 4, 2009",8:00 pm,Box Score,Orlando Magic,95,Boston Celtics,90,,
2107,2009,"Mon, May 4, 2009",7:30 pm,Box Score,Houston Rockets,100,Los Angeles Lakers,92,,
2108,2009,"Tue, May 5, 2009",8:00 pm,Box Score,Atlanta Hawks,72,Cleveland Cavaliers,99,,
2109,2009,"Tue, May 5, 2009",8:30 pm,Box Score,Dallas Mavericks,105,Denver Nuggets,117,,
2110,2009,"Wed, May 6, 2009",8:00 pm,Box Score,Orlando Magic,94,Boston Celtics,112,,
2111,2009,"Wed, May 6, 2009",7:30 pm,Box Score,Houston Rockets,98,Los Angeles Lakers,111,,
2112,2009,"Thu, May 7, 2009",8:00 pm,Box Score,Atlanta Hawks,85,Cleveland Cavaliers,105,,
2113,2009,"Fri, May 8, 2009",8:30 pm,Box Score,Los Angeles Lakers,108,Houston Rockets,94,,
2114,2009,"Fri, May 8, 2009",7:00 pm,Box Score,Boston Celtics,96,Orlando Magic,117,,
2115,2009,"Sat, May 9, 2009",8:00 pm,Box Score,Cleveland Cavaliers,97,Atlanta Hawks,82,,
2116,2009,"Sat, May 9, 2009",4:00 pm,Box Score,Denver Nuggets,106,Dallas Mavericks,105,,
2117,2009,"Sun, May 10, 2009",2:30 pm,Box Score,Los Angeles Lakers,87,Houston Rockets,99,,
2118,2009,"Sun, May 10, 2009",8:00 pm,Box Score,Boston Celtics,95,Orlando Magic,94,,
2119,2009,"Mon, May 11, 2009",7:00 pm,Box Score,Cleveland Cavaliers,84,Atlanta Hawks,74,,
2120,2009,"Mon, May 11, 2009",8:30 pm,Box Score,Denver Nuggets,117,Dallas Mavericks,119,,
2121,2009,"Tue, May 12, 2009",8:00 pm,Box Score,Orlando Magic,88,Boston Celtics,92,,
2122,2009,"Tue, May 12, 2009",7:30 pm,Box Score,Houston Rockets,78,Los Angeles Lakers,118,,
2123,2009,"Wed, May 13, 2009",7:00 pm,Box Score,Dallas Mavericks,110,Denver Nuggets,124,,
2124,2009,"Thu, May 14, 2009",8:30 pm,Box Score,Los Angeles Lakers,80,Houston Rockets,95,,
2125,2009,"Thu, May 14, 2009",7:00 pm,Box Score,Boston Celtics,75,Orlando Magic,83,,
2126,2009,"Sun, May 17, 2009",8:00 pm,Box Score,Orlando Magic,101,Boston Celtics,82,,
2127,2009,"Sun, May 17, 2009",12:30 pm,Box Score,Houston Rockets,70,Los Angeles Lakers,89,,
2128,2009,"Tue, May 19, 2009",6:00 pm,Box Score,Denver Nuggets,103,Los Angeles Lakers,105,,
2129,2009,"Wed, May 20, 2009",8:30 pm,Box Score,Orlando Magic,107,Cleveland Cavaliers,106,,
2130,2009,"Thu, May 21, 2009",6:00 pm,Box Score,Denver Nuggets,106,Los Angeles Lakers,103,,
2131,2009,"Fri, May 22, 2009",8:30 pm,Box Score,Orlando Magic,95,Cleveland Cavaliers,96,,
2132,2009,"Sat, May 23, 2009",6:30 pm,Box Score,Los Angeles Lakers,103,Denver Nuggets,97,,
2133,2009,"Sun, May 24, 2009",8:30 pm,Box Score,Cleveland Cavaliers,89,Orlando Magic,99,,
2134,2009,"Mon, May 25, 2009",7:00 pm,Box Score,Los Angeles Lakers,101,Denver Nuggets,120,,
2135,2009,"Tue, May 26, 2009",8:30 pm,Box Score,Cleveland Cavaliers,114,Orlando Magic,116,OT,
2136,2009,"Wed, May 27, 2009",6:00 pm,Box Score,Denver Nuggets,94,Los Angeles Lakers,103,,
2137,2009,"Thu, May 28, 2009",8:30 pm,Box Score,Orlando Magic,102,Cleveland Cavaliers,112,,
2138,2009,"Fri, May 29, 2009",7:00 pm,Box Score,Los Angeles Lakers,119,Denver Nuggets,92,,
2139,2009,"Sat, May 30, 2009",8:30 pm,Box Score,Cleveland Cavaliers,90,Orlando Magic,103,,
2140,2009,"Thu, Jun 4, 2009",6:00 pm,Box Score,Orlando Magic,75,Los Angeles Lakers,100,,
2141,2009,"Sun, Jun 7, 2009",5:00 pm,Box Score,Orlando Magic,96,Los Angeles Lakers,101,OT,
2142,2009,"Tue, Jun 9, 2009",9:00 pm,Box Score,Los Angeles Lakers,104,Orlando Magic,108,,
2143,2009,"Thu, Jun 11, 2009",9:00 pm,Box Score,Los Angeles Lakers,99,Orlando Magic,91,OT,
2144,2009,"Sun, Jun 14, 2009",8:00 pm,Box Score,Los Angeles Lakers,99,Orlando Magic,86,,
2145,2010,"Sat, Apr 17, 2010",5:30 pm,Box Score,Milwaukee Bucks,92,Atlanta Hawks,102,,
2146,2010,"Sat, Apr 17, 2010",8:00 pm,Box Score,Miami Heat,76,Boston Celtics,85,,
2147,2010,"Sat, Apr 17, 2010",3:00 pm,Box Score,Chicago Bulls,83,Cleveland Cavaliers,96,,
2148,2010,"Sat, Apr 17, 2010",8:30 pm,Box Score,Utah Jazz,113,Denver Nuggets,126,,
2149,2010,"Sun, Apr 18, 2010",7:00 pm,Box Score,San Antonio Spurs,94,Dallas Mavericks,100,,
2150,2010,"Sun, Apr 18, 2010",12:00 pm,Box Score,Oklahoma City Thunder,79,Los Angeles Lakers,87,,
2151,2010,"Sun, Apr 18, 2010",5:30 pm,Box Score,Charlotte Bobcats,89,Orlando Magic,98,,
2152,2010,"Sun, Apr 18, 2010",7:30 pm,Box Score,Portland Trail Blazers,105,Phoenix Suns,100,,
2153,2010,"Mon, Apr 19, 2010",8:00 pm,Box Score,Chicago Bulls,102,Cleveland Cavaliers,112,,
2154,2010,"Mon, Apr 19, 2010",8:30 pm,Box Score,Utah Jazz,114,Denver Nuggets,111,,
2155,2010,"Tue, Apr 20, 2010",7:00 pm,Box Score,Milwaukee Bucks,86,Atlanta Hawks,96,,
2156,2010,"Tue, Apr 20, 2010",8:00 pm,Box Score,Miami Heat,77,Boston Celtics,106,,
2157,2010,"Tue, Apr 20, 2010",7:30 pm,Box Score,Oklahoma City Thunder,92,Los Angeles Lakers,95,,
2158,2010,"Tue, Apr 20, 2010",7:00 pm,Box Score,Portland Trail Blazers,90,Phoenix Suns,119,,
2159,2010,"Wed, Apr 21, 2010",8:30 pm,Box Score,San Antonio Spurs,102,Dallas Mavericks,88,,
2160,2010,"Wed, Apr 21, 2010",7:00 pm,Box Score,Charlotte Bobcats,77,Orlando Magic,92,,
2161,2010,"Thu, Apr 22, 2010",6:00 pm,Box Score,Cleveland Cavaliers,106,Chicago Bulls,108,,
2162,2010,"Thu, Apr 22, 2010",8:30 pm,Box Score,Los Angeles Lakers,96,Oklahoma City Thunder,101,,
2163,2010,"Thu, Apr 22, 2010",7:00 pm,Box Score,Phoenix Suns,108,Portland Trail Blazers,89,,
2164,2010,"Fri, Apr 23, 2010",7:00 pm,Box Score,Boston Celtics,100,Miami Heat,98,,
2165,2010,"Fri, Apr 23, 2010",8:30 pm,Box Score,Dallas Mavericks,90,San Antonio Spurs,94,,
2166,2010,"Fri, Apr 23, 2010",8:30 pm,Box Score,Denver Nuggets,93,Utah Jazz,105,,
2167,2010,"Sat, Apr 24, 2010",2:00 pm,Box Score,Orlando Magic,90,Charlotte Bobcats,86,,
2168,2010,"Sat, Apr 24, 2010",6:00 pm,Box Score,Atlanta Hawks,89,Milwaukee Bucks,107,,
2169,2010,"Sat, Apr 24, 2010",8:30 pm,Box Score,Los Angeles Lakers,89,Oklahoma City Thunder,110,,
2170,2010,"Sat, Apr 24, 2010",1:30 pm,Box Score,Phoenix Suns,87,Portland Trail Blazers,96,,
2171,2010,"Sun, Apr 25, 2010",2:30 pm,Box Score,Cleveland Cavaliers,121,Chicago Bulls,98,,
2172,2010,"Sun, Apr 25, 2010",1:00 pm,Box Score,Boston Celtics,92,Miami Heat,101,,
2173,2010,"Sun, Apr 25, 2010",6:00 pm,Box Score,Dallas Mavericks,89,San Antonio Spurs,92,,
2174,2010,"Sun, Apr 25, 2010",7:30 pm,Box Score,Denver Nuggets,106,Utah Jazz,117,,
2175,2010,"Mon, Apr 26, 2010",8:00 pm,Box Score,Orlando Magic,99,Charlotte Bobcats,90,,
2176,2010,"Mon, Apr 26, 2010",7:30 pm,Box Score,Atlanta Hawks,104,Milwaukee Bucks,111,,
2177,2010,"Mon, Apr 26, 2010",7:30 pm,Box Score,Portland Trail Blazers,88,Phoenix Suns,107,,
2178,2010,"Tue, Apr 27, 2010",7:00 pm,Box Score,Miami Heat,86,Boston Celtics,96,,
2179,2010,"Tue, Apr 27, 2010",8:00 pm,Box Score,Chicago Bulls,94,Cleveland Cavaliers,96,,
2180,2010,"Tue, Apr 27, 2010",8:30 pm,Box Score,San Antonio Spurs,81,Dallas Mavericks,103,,
2181,2010,"Tue, Apr 27, 2010",7:30 pm,Box Score,Oklahoma City Thunder,87,Los Angeles Lakers,111,,
2182,2010,"Wed, Apr 28, 2010",8:00 pm,Box Score,Milwaukee Bucks,91,Atlanta Hawks,87,,
2183,2010,"Wed, Apr 28, 2010",8:30 pm,Box Score,Utah Jazz,102,Denver Nuggets,116,,
2184,2010,"Thu, Apr 29, 2010",7:30 pm,Box Score,Phoenix Suns,99,Portland Trail Blazers,90,,
2185,2010,"Thu, Apr 29, 2010",7:00 pm,Box Score,Dallas Mavericks,87,San Antonio Spurs,97,,
2186,2010,"Fri, Apr 30, 2010",6:00 pm,Box Score,Atlanta Hawks,83,Milwaukee Bucks,69,,
2187,2010,"Fri, Apr 30, 2010",8:30 pm,Box Score,Los Angeles Lakers,95,Oklahoma City Thunder,94,,
2188,2010,"Fri, Apr 30, 2010",8:00 pm,Box Score,Denver Nuggets,104,Utah Jazz,112,,
2189,2010,"Sat, May 1, 2010",8:00 pm,Box Score,Boston Celtics,93,Cleveland Cavaliers,101,,
2190,2010,"Sun, May 2, 2010",1:00 pm,Box Score,Milwaukee Bucks,74,Atlanta Hawks,95,,
2191,2010,"Sun, May 2, 2010",12:30 pm,Box Score,Utah Jazz,99,Los Angeles Lakers,104,,
2192,2010,"Mon, May 3, 2010",8:00 pm,Box Score,Boston Celtics,104,Cleveland Cavaliers,86,,
2193,2010,"Mon, May 3, 2010",7:30 pm,Box Score,San Antonio Spurs,102,Phoenix Suns,111,,
2194,2010,"Tue, May 4, 2010",7:30 pm,Box Score,Utah Jazz,103,Los Angeles Lakers,111,,
2195,2010,"Tue, May 4, 2010",8:00 pm,Box Score,Atlanta Hawks,71,Orlando Magic,114,,
2196,2010,"Wed, May 5, 2010",6:00 pm,Box Score,San Antonio Spurs,102,Phoenix Suns,110,,
2197,2010,"Thu, May 6, 2010",8:00 pm,Box Score,Atlanta Hawks,98,Orlando Magic,112,,
2198,2010,"Fri, May 7, 2010",7:00 pm,Box Score,Cleveland Cavaliers,124,Boston Celtics,95,,
2199,2010,"Fri, May 7, 2010",8:30 pm,Box Score,Phoenix Suns,110,San Antonio Spurs,96,,
2200,2010,"Sat, May 8, 2010",5:00 pm,Box Score,Orlando Magic,105,Atlanta Hawks,75,,
2201,2010,"Sat, May 8, 2010",6:00 pm,Box Score,Los Angeles Lakers,111,Utah Jazz,110,,
2202,2010,"Sun, May 9, 2010",3:30 pm,Box Score,Cleveland Cavaliers,87,Boston Celtics,97,,
2203,2010,"Sun, May 9, 2010",7:00 pm,Box Score,Phoenix Suns,107,San Antonio Spurs,101,,
2204,2010,"Mon, May 10, 2010",8:00 pm,Box Score,Orlando Magic,98,Atlanta Hawks,84,,
2205,2010,"Mon, May 10, 2010",8:30 pm,Box Score,Los Angeles Lakers,111,Utah Jazz,96,,
2206,2010,"Tue, May 11, 2010",8:00 pm,Box Score,Boston Celtics,120,Cleveland Cavaliers,88,,
2207,2010,"Thu, May 13, 2010",8:00 pm,Box Score,Cleveland Cavaliers,85,Boston Celtics,94,,
2208,2010,"Sun, May 16, 2010",3:30 pm,Box Score,Boston Celtics,92,Orlando Magic,88,,
2209,2010,"Mon, May 17, 2010",6:00 pm,Box Score,Phoenix Suns,107,Los Angeles Lakers,128,,
2210,2010,"Tue, May 18, 2010",8:30 pm,Box Score,Boston Celtics,95,Orlando Magic,92,,
2211,2010,"Wed, May 19, 2010",6:00 pm,Box Score,Phoenix Suns,112,Los Angeles Lakers,124,,
2212,2010,"Sat, May 22, 2010",8:30 pm,Box Score,Orlando Magic,71,Boston Celtics,94,,
2213,2010,"Sun, May 23, 2010",5:30 pm,Box Score,Los Angeles Lakers,109,Phoenix Suns,118,,
2214,2010,"Mon, May 24, 2010",8:30 pm,Box Score,Orlando Magic,96,Boston Celtics,92,OT,
2215,2010,"Tue, May 25, 2010",6:00 pm,Box Score,Los Angeles Lakers,106,Phoenix Suns,115,,
2216,2010,"Wed, May 26, 2010",8:30 pm,Box Score,Boston Celtics,92,Orlando Magic,113,,
